.HEADER
..NAMES
Time,V U2.B7&A7
1.70314e-08,0.5155
1.70547e-08,0.5099
1.70780e-08,0.5006
1.71012e-08,0.4952
1.71245e-08,0.4955
1.71478e-08,0.4995
1.71710e-08,0.5055
1.71943e-08,0.5141
1.72176e-08,0.5296
1.72408e-08,0.5633
1.72641e-08,0.6520
1.72874e-08,0.7879
1.73106e-08,0.9051
1.73339e-08,0.9845
1.73572e-08,1.0474
1.73804e-08,1.1007
1.74037e-08,1.1394
1.74270e-08,1.1564
1.74502e-08,1.1694
1.74735e-08,1.1864
1.74968e-08,1.1913
1.75201e-08,1.1839
1.75433e-08,1.1824
1.75666e-08,1.1964
1.75899e-08,1.2119
1.76131e-08,1.2165
1.76364e-08,1.2138
1.76597e-08,1.2121
1.76829e-08,1.2156
1.77062e-08,1.2194
1.77295e-08,1.2174
1.77527e-08,1.2103
1.77760e-08,1.2014
1.77993e-08,1.1930
1.78225e-08,1.1835
1.78458e-08,1.1626
1.78691e-08,1.1153
1.78923e-08,1.0175
1.79156e-08,0.8993
1.79389e-08,0.8124
1.79621e-08,0.7538
1.79854e-08,0.7065
1.80087e-08,0.6681
1.80319e-08,0.6408
1.80552e-08,0.6250
1.80785e-08,0.6014
1.81017e-08,0.5772
1.81250e-08,0.5689
1.81483e-08,0.5659
1.81715e-08,0.5531
1.81948e-08,0.5302
1.82181e-08,0.5142
1.82413e-08,0.5119
1.82646e-08,0.5149
1.82879e-08,0.5145
1.83111e-08,0.5073
1.83344e-08,0.4988
1.83577e-08,0.4950
1.83809e-08,0.4962
1.84042e-08,0.5007
1.84275e-08,0.5073
1.84507e-08,0.5175
1.84740e-08,0.5360
1.84973e-08,0.5805
1.85205e-08,0.6874
1.85438e-08,0.8255
1.85671e-08,0.9314
1.85903e-08,1.0040
1.86136e-08,1.0636
1.86369e-08,1.1151
1.86601e-08,1.1476
1.86834e-08,1.1602
1.87067e-08,1.1744
1.87299e-08,1.1899
1.87532e-08,1.1907
1.87765e-08,1.1824
1.87997e-08,1.1847
1.88230e-08,1.2013
1.88463e-08,1.2147
1.88695e-08,1.2164
1.88928e-08,1.2128
1.89161e-08,1.2124
1.89393e-08,1.2171
1.89626e-08,1.2197
1.89859e-08,1.2159
1.90091e-08,1.2077
1.90324e-08,1.1989
1.90557e-08,1.1909
1.90789e-08,1.1798
1.91022e-08,1.1536
1.91255e-08,1.0951
1.91487e-08,0.9866
1.91720e-08,0.8737
1.91953e-08,0.7941
1.92185e-08,0.7383
1.92418e-08,0.6943
1.92651e-08,0.6583
1.92883e-08,0.6350
1.93116e-08,0.6182
1.93349e-08,0.5928
1.93581e-08,0.5730
1.93814e-08,0.5674
1.94047e-08,0.5629
1.94279e-08,0.5472
1.94512e-08,0.5248
1.94745e-08,0.5124
1.94977e-08,0.5122
1.95210e-08,0.5151
1.95443e-08,0.5133
1.95675e-08,0.5052
1.95908e-08,0.4974
1.96141e-08,0.4947
1.96373e-08,0.4968
1.96606e-08,0.5021
1.96839e-08,0.5095
1.97071e-08,0.5215
1.97304e-08,0.5443
1.97537e-08,0.6046
1.97769e-08,0.7284
1.98002e-08,0.8608
1.98235e-08,0.9529
1.98468e-08,1.0215
1.98700e-08,1.0801
1.98933e-08,1.1273
1.99166e-08,1.1521
1.99398e-08,1.1628
1.99631e-08,1.1803
1.99864e-08,1.1925
2.00096e-08,1.1882
2.00329e-08,1.1812
2.00562e-08,1.1891
2.00794e-08,1.2067
2.01027e-08,1.2159
2.01260e-08,1.2150
2.01492e-08,1.2121
2.01725e-08,1.2138
2.01958e-08,1.2187
2.02190e-08,1.2191
2.02423e-08,1.2133
2.02656e-08,1.2049
2.02888e-08,1.1967
2.03121e-08,1.1888
2.03354e-08,1.1750
2.03586e-08,1.1427
2.03819e-08,1.0709
2.04052e-08,0.9554
2.04284e-08,0.8475
2.04517e-08,0.7754
2.04750e-08,0.7247
2.04982e-08,0.6838
2.05215e-08,0.6498
2.05448e-08,0.6296
2.05680e-08,0.6115
2.05913e-08,0.5863
2.06146e-08,0.5703
2.06378e-08,0.5659
2.06611e-08,0.5594
2.06844e-08,0.5411
2.07076e-08,0.5199
2.07309e-08,0.5109
2.07542e-08,0.5126
2.07774e-08,0.5153
2.08007e-08,0.5116
2.08240e-08,0.5026
2.08472e-08,0.4959
2.08705e-08,0.4949
2.08938e-08,0.4983
2.09170e-08,0.5042
2.09403e-08,0.5122
2.09636e-08,0.5262
2.09868e-08,0.5556
2.10101e-08,0.6328
2.10334e-08,0.7640
2.10566e-08,0.8852
2.10799e-08,0.9701
2.11032e-08,1.0368
2.11264e-08,1.0920
2.11497e-08,1.1337
2.11730e-08,1.1536
2.11962e-08,1.1666
2.12195e-08,1.1846
2.12428e-08,1.1915
2.12660e-08,1.1853
2.12893e-08,1.1822
2.13126e-08,1.1940
2.13358e-08,1.2098
2.13591e-08,1.2157
2.13824e-08,1.2141
2.14056e-08,1.2123
2.14289e-08,1.2152
2.14522e-08,1.2191
2.14754e-08,1.2176
2.14987e-08,1.2111
2.15220e-08,1.2027
2.15452e-08,1.1946
2.15685e-08,1.1858
2.15918e-08,1.1680
2.16150e-08,1.1275
2.16383e-08,1.0400
2.16616e-08,0.9204
2.16848e-08,0.8241
2.17081e-08,0.7618
2.17314e-08,0.7143
2.17546e-08,0.6743
2.17779e-08,0.6437
2.18012e-08,0.6268
2.18244e-08,0.6061
2.18477e-08,0.5809
2.18710e-08,0.5690
2.18942e-08,0.5660
2.19175e-08,0.5563
2.19408e-08,0.5346
2.19640e-08,0.5158
2.19873e-08,0.5110
2.20106e-08,0.5142
2.20338e-08,0.5153
2.20571e-08,0.5091
2.20804e-08,0.4999
2.21037e-08,0.4950
2.21269e-08,0.4957
2.21502e-08,0.4999
2.21735e-08,0.5061
2.21967e-08,0.5152
2.22200e-08,0.5317
2.22433e-08,0.5692
2.22665e-08,0.6645
2.22898e-08,0.8011
2.23131e-08,0.9137
2.23363e-08,0.9909
2.23596e-08,1.0530
2.23829e-08,1.1054
2.24061e-08,1.1417
2.24294e-08,1.1573
2.24527e-08,1.1711
2.24759e-08,1.1877
2.24992e-08,1.1908
2.25225e-08,1.1831
2.25457e-08,1.1833
2.25690e-08,1.1983
2.25923e-08,1.2128
2.26155e-08,1.2163
2.26388e-08,1.2135
2.26621e-08,1.2123
2.26853e-08,1.2162
2.27086e-08,1.2195
2.27319e-08,1.2167
2.27551e-08,1.2093
2.27784e-08,1.2005
2.28017e-08,1.1923
2.28249e-08,1.1822
2.28482e-08,1.1593
2.28715e-08,1.1077
2.28947e-08,1.0049
2.29180e-08,0.8881
2.29413e-08,0.8051
2.29645e-08,0.7483
2.29878e-08,0.7022
2.30111e-08,0.6645
2.30343e-08,0.6388
2.30576e-08,0.6232
2.30809e-08,0.5985
2.31041e-08,0.5756
2.31274e-08,0.5687
2.31507e-08,0.5652
2.31739e-08,0.5511
2.31972e-08,0.5280
2.32205e-08,0.5133
2.32437e-08,0.5121
2.32670e-08,0.5152
2.32903e-08,0.5141
2.33135e-08,0.5063
2.33368e-08,0.4981
2.33601e-08,0.4949
2.33833e-08,0.4965
2.34066e-08,0.5013
2.34299e-08,0.5082
2.34531e-08,0.5190
2.34764e-08,0.5388
2.34997e-08,0.5883
2.35229e-08,0.7009
2.35462e-08,0.8379
2.35695e-08,0.9394
2.35927e-08,1.0103
2.36160e-08,1.0689
2.36393e-08,1.1190
2.36625e-08,1.1492
2.36858e-08,1.1611
2.37091e-08,1.1761
2.37323e-08,1.1906
2.37556e-08,1.1898
2.37789e-08,1.1818
2.38021e-08,1.1860
2.38254e-08,1.2031
2.38487e-08,1.2153
2.38719e-08,1.2161
2.38952e-08,1.2126
2.39185e-08,1.2128
2.39417e-08,1.2175
2.39650e-08,1.2196
2.39883e-08,1.2152
2.40115e-08,1.2068
2.40348e-08,1.1980
2.40581e-08,1.1900
2.40813e-08,1.1779
2.41046e-08,1.1494
2.41279e-08,1.0856
2.41511e-08,0.9736
2.41744e-08,0.8635
2.41977e-08,0.7879
2.42209e-08,0.7335
2.42442e-08,0.6905
2.42675e-08,0.6553
2.42907e-08,0.6337
2.43140e-08,0.6163
2.43373e-08,0.5902
2.43605e-08,0.5720
2.43838e-08,0.5673
2.44071e-08,0.5620
2.44303e-08,0.5449
2.44536e-08,0.5228
2.44769e-08,0.5120
2.45002e-08,0.5126
2.45234e-08,0.5153
2.45467e-08,0.5126
2.45700e-08,0.5041
2.45932e-08,0.4969
2.46165e-08,0.4948
2.46398e-08,0.4973
2.46630e-08,0.5028
2.46863e-08,0.5105
2.47096e-08,0.5232
2.47328e-08,0.5480
2.47561e-08,0.6147
2.47794e-08,0.7435
2.48026e-08,0.8733
2.48259e-08,0.9615
2.48492e-08,1.0283
2.48724e-08,1.0859
2.48957e-08,1.1315
2.49190e-08,1.1538
2.49422e-08,1.1643
2.49655e-08,1.1822
2.49888e-08,1.1929
2.50120e-08,1.1874
